ASCIINew,answerKeysFormal.rt,participant,InitialTone,Accept,Group
iN2nau1,1.13431400689,32,R,1,NonFinalH
iN2nau1,2.15062598838,34,R,0,NonFinalH
iN2nau1,0.967791384785,18,R,1,NonFinalH
iN2nau1,1.96725002909,16,R,1,NonFinalH
iN2nau1,1.10051309218,36,R,1,NonFinalH
iN2nau1,1.3509402199,2,R,1,NonFinalH
iN2nau1,3.100773974,50,R,0,NonFinalH
iN2nau1,1.21776322485,14,R,1,NonFinalH
iN2nau1,1.4007649977,9,R,0,NonFinalH
iN2nau1,1.96658442798,18,R,0,NonFinalH
iN2nau1,1.52811397286,22,R,1,NonFinalH
iN2nau1,0.850740761496,46,R,0,NonFinalH
iN2nau1,2.33432058395,50,R,0,NonFinalH
iN2nau1,2.11221172241,4,R,1,NonFinalH
iN2nau1,1.95068928844,40,R,1,NonFinalH
iN2nau1,2.86711677187,53,R,1,NonFinalH
iN2nau1,1.10062167048,28,R,1,NonFinalH
iN2nau1,2.90105018046,26,R,0,NonFinalH
iN2nau1,2.66732179921,32,R,0,NonFinalH
iN2nau1,1.55034676124,16,R,1,NonFinalH
iN2nau1,1.2772427178,15,R,1,NonFinalH
iN2nau1,1.30121869873,14,R,1,NonFinalH
iN2nau1,0.833758407738,20,R,1,NonFinalH
iN2nau1,1.05101532996,34,R,0,NonFinalH
iN2nau1,1.50045056082,7,R,1,NonFinalH
iN2nau1,1.3009091753,48,R,0,NonFinalH
iN2nau1,1.117392705,36,R,0,NonFinalH
iN2nau1,1.20440934776,4,R,1,NonFinalH
iN2nau1,1.48432082392,7,R,1,NonFinalH
iN2nau1,1.88412725175,42,R,1,NonFinalH
iN2nau1,3.4668551737,48,R,1,NonFinalH
iN2TeN2,1.9505749249,26,R,1,NonFinalH
iN2TeN2,1.267538819,30,R,1,NonFinalH
iN2TeN2,2.21720036492,15,R,1,NonFinalH
iN2TeN2,1.91700037679,40,R,1,NonFinalH
iN2TeN2,1.31801745039,9,R,1,NonFinalH
iN2TeN2,0.933906955295,36,R,0,NonFinalH
iN2TeN2,0.984012290835,46,R,0,NonFinalH
iN2TeN2,1.15059726499,48,R,0,NonFinalH
iN2TeN2,1.81736516114,15,R,1,NonFinalH
iN2TeN2,1.7508413014,32,R,1,NonFinalH
iN2TeN2,1.20071905293,2,R,1,NonFinalH
iN2TeN2,0.983593821744,20,R,1,NonFinalH
iN2TeN2,0.967022051918,53,R,0,NonFinalH
iN2TeN2,1.60091197607,14,R,1,NonFinalH
iN2TeN2,1.36770885042,18,R,1,NonFinalH
iN2TeN2,1.36750370858,11,R,1,NonFinalH
iN2TeN2,3.93411202911,50,R,0,NonFinalH
iN2TeN2,2.91678806744,48,R,0,NonFinalH
iN2TeN2,1.25071219332,22,R,1,NonFinalH
iN2TeN2,1.25226568733,52,R,1,NonFinalH
iN2TeN2,1.05105190491,52,R,1,NonFinalH
iN2TeN2,2.2503771733,40,R,1,NonFinalH
iN2TeN2,1.29186478257,14,R,1,NonFinalH
iN2TeN2,2.60102850536,42,R,0,NonFinalH
iN2TeN2,2.68428006867,9,R,1,NonFinalH
iN2TeN2,1.35044451919,16,R,1,NonFinalH
iN2TeN2,2.34621846327,16,R,0,NonFinalH
iN2TeN2,1.27715656997,2,R,1,NonFinalH
iN2TeN2,2.75093073081,26,R,1,NonFinalH
iN2TeN2,2.26719065895,28,R,1,NonFinalH
iN2TeN2,1.61760795617,30,R,0,NonFinalH
iN2TeN2,1.75066833058,42,R,1,NonFinalH
iN2TeN2,0.716949826106,20,R,1,NonFinalH
iN2TeN2,2.16773498326,32,R,1,NonFinalH
iN2TeN2,1.20104468684,18,R,0,NonFinalH
iN2TeN2,1.08427282504,28,R,0,NonFinalH
iN2TeN2,1.18901801523,22,R,1,NonFinalH
iN2TeN2,1.38386715599,46,R,1,NonFinalH
iN2TeN2,1.60043758969,4,R,0,NonFinalH
iN2TeN2,1.03530546598,34,R,0,NonFinalH
iN2TeN2,1.30027286243,7,R,1,NonFinalH
iN2TeN2,2.3006596273,53,R,1,NonFinalH
iN2TeN2,2.11658617458,34,R,0,NonFinalH
iN2TeN2,1.16777145094,11,R,1,NonFinalH
iN2TeN2,1.100897092,36,R,0,NonFinalH
iN2TeN2,1.11338829942,4,R,0,NonFinalH
iN2TeN2,1.43416657508,7,R,1,NonFinalH
iN2TeN2,2.56751698561,50,R,0,NonFinalH
iN2Tyn3,1.56730150222,16,R,0,NonFinalH
iN2Tyn3,1.94456633856,14,R,0,NonFinalH
iN2Tyn3,1.00058402237,11,R,1,NonFinalH
iN2Tyn3,1.10066928764,7,R,1,NonFinalH
iN2Tyn3,2.71681762702,40,R,1,NonFinalH
iN2Tyn3,1.35079438647,11,R,0,NonFinalH
iN2Tyn3,1.43431676202,9,R,0,NonFinalH
iN2Tyn3,1.0172110477,46,R,1,NonFinalH
iN2Tyn3,1.68417971651,14,R,1,NonFinalH
iN2Tyn3,2.15066686412,16,R,0,NonFinalH
iN2Tyn3,1.35054519514,4,R,1,NonFinalH
iN2Tyn3,1.26578488815,4,R,0,NonFinalH
iN2Tyn3,1.63374871318,40,R,1,NonFinalH
iN2Tyn3,1.00355055241,52,R,1,NonFinalH
iN2Tyn3,1.73419378931,32,R,1,NonFinalH
iN2Tyn3,1.66745696729,32,R,0,NonFinalH
iN2Tyn3,2.15111215028,53,R,1,NonFinalH
iN2Tyn3,1.93460655469,15,R,1,NonFinalH
iN2Tyn3,2.25041548815,30,R,0,NonFinalH
iN2Tyn3,1.88421166525,15,R,1,NonFinalH
iN2Tyn3,1.35070359171,9,R,0,NonFinalH
iN2Tyn3,1.51788057905,26,R,1,NonFinalH
iN2Tyn3,0.967715950101,7,R,0,NonFinalH
iN2Tyn3,NA,50,R,0,NonFinalH
iN2Tyn3,1.084159815,36,R,0,NonFinalH
iN2Tyn3,1.23469776806,2,R,1,NonFinalH
iN2Tyn3,1.40083189774,34,R,1,NonFinalH
iN2Tyn3,0.717433496146,20,R,1,NonFinalH
iN2Tyn3,2.01826337818,48,R,0,NonFinalH
iN2Tyn3,1.05059115612,22,R,1,NonFinalH
iN2Tyn3,1.15083241113,18,R,0,NonFinalH
iN2Tyn3,1.56734334851,34,R,0,NonFinalH
iN2Tyn3,1.18416732972,22,R,1,NonFinalH
iN2Tyn3,0.800892791245,46,R,1,NonFinalH
iN2Tyn3,1.96445115127,2,R,1,NonFinalH
iN2Tyn3,0.950588152511,18,R,1,NonFinalH
iN2Tyn3,1.13409794285,30,R,1,NonFinalH
iN2Tyn3,3.28444940213,42,R,1,NonFinalH
iN2Tyn3,1.26321241824,28,R,0,NonFinalH
iN2Tyn3,1.90040192031,53,R,1,NonFinalH
iN2Tyn3,1.75032196251,20,R,0,NonFinalH
iN2Tyn3,1.86713759333,52,R,1,NonFinalH
iN2Tyn3,1.31791211826,26,R,1,NonFinalH
iN2Tyn3,1.26766734308,50,R,1,NonFinalH
iN2Tyn3,2.03436406876,42,R,1,NonFinalH
iN2Tyn3,0.900960751052,28,R,0,NonFinalH
iN2Tyn3,1.1336947825,36,R,1,NonFinalH
iN2Tyn3,2.60108277737,48,R,0,NonFinalH
Kain1fen1,1.04239299695,7,H,1,NonFinalH
Kain1fen1,0.950686199532,28,H,0,NonFinalH
Kain1fen1,2.10068328236,15,H,1,NonFinalH
Kain1fen1,1.45057040319,7,H,1,NonFinalH
Kain1fen1,1.10076851258,52,H,1,NonFinalH
Kain1fen1,1.88373335311,48,H,0,NonFinalH
Kain1fen1,1.17165429046,4,H,0,NonFinalH
Kain1fen1,1.35078824253,9,H,0,NonFinalH
Kain1fen1,1.80102058756,52,H,0,NonFinalH
Kain1fen1,1.20539156573,2,H,0,NonFinalH
Kain1fen1,1.01779611121,4,H,0,NonFinalH
Kain1fen1,2.21714438638,16,H,1,NonFinalH
Kain1fen1,1.21692946507,53,H,0,NonFinalH
Kain1fen1,2.20107110491,50,H,0,NonFinalH
Kain1fen1,2.2501658028,50,H,0,NonFinalH
Kain1fen1,1.95067826472,16,H,1,NonFinalH
Kain1fen1,1.00079769752,9,H,0,NonFinalH
Kain1fen1,1.10087135737,18,H,0,NonFinalH
Kain1fen1,1.03434912045,11,H,1,NonFinalH
Kain1fen1,1.00046762754,11,H,1,NonFinalH
Kain1fen1,1.28408066137,22,H,0,NonFinalH
Kain1fen1,1.16961641295,2,H,0,NonFinalH
Kain1fen1,1.21770270425,48,H,0,NonFinalH
Kain1fen1,1.08377957,36,H,1,NonFinalH
Kain1fen1,1.96663602628,34,H,0,NonFinalH
Kain1fen1,1.65046095359,32,H,1,NonFinalH
Kain1fen1,2.53433148319,26,H,1,NonFinalH
Kain1fen1,2.35089098406,15,H,1,NonFinalH
Kain1fen1,3.13375758781,40,H,0,NonFinalH
Kain1fen1,1.04004351317,42,H,1,NonFinalH
Kain1fen1,1.73415305815,18,H,1,NonFinalH
Kain1fen1,1.58366300492,14,H,1,NonFinalH
Kain1fen1,0.922953596775,22,H,1,NonFinalH
Kain1fen1,1.66747198591,30,H,1,NonFinalH
Kain1fen1,2.45070011006,14,H,1,NonFinalH
Kain1fen1,1.05093750597,34,H,0,NonFinalH
Kain1fen1,0.950874973787,46,H,1,NonFinalH
Kain1fen1,0.767581942258,20,H,0,NonFinalH
Kain1fen1,3.43413086992,42,H,1,NonFinalH
Kain1fen1,1.41775145265,30,H,1,NonFinalH
Kain1fen1,1.1845227835,32,H,1,NonFinalH
Kain1fen1,1.65047699638,28,H,1,NonFinalH
Kain1fen1,1.03372133826,46,H,1,NonFinalH
Kain1fen1,1.1345112517,36,H,0,NonFinalH
Kain1fen1,3.00070451188,40,H,1,NonFinalH
Kain1fen1,1.38405801309,53,H,0,NonFinalH
Kain1fen1,1.683536842,26,H,1,NonFinalH
Kain1fen1,1.66774869278,20,H,1,NonFinalH
Kain1luN4,1.71760552854,11,H,1,NonFinalH
Kain1luN4,1.83395160292,18,H,0,NonFinalH
Kain1luN4,2.68455173378,48,H,0,NonFinalH
Kain1luN4,1.63372243056,46,H,0,NonFinalH
Kain1luN4,0.934253089668,22,H,0,NonFinalH
Kain1luN4,0.801106400089,20,H,1,NonFinalH
Kain1luN4,1.50052821342,2,H,0,NonFinalH
Kain1luN4,1.80083421938,50,H,0,NonFinalH
Kain1luN4,3.16852221315,50,H,0,NonFinalH
Kain1luN4,1.28393934923,15,H,1,NonFinalH
Kain1luN4,1.08411919628,42,H,1,NonFinalH
Kain1luN4,1.70095249149,53,H,1,NonFinalH
Kain1luN4,0.917349902,36,H,0,NonFinalH
Kain1luN4,2.71763005236,53,H,0,NonFinalH
Kain1luN4,1.44818815116,2,H,0,NonFinalH
Kain1luN4,1.83407345763,40,H,0,NonFinalH
Kain1luN4,1.61794075614,30,H,0,NonFinalH
Kain1luN4,1.15058869874,9,H,0,NonFinalH
Kain1luN4,1.94547633501,14,H,0,NonFinalH
Kain1luN4,1.23485136812,34,H,0,NonFinalH
Kain1luN4,1.81695999787,15,H,1,NonFinalH
Kain1luN4,1.46291395638,28,H,0,NonFinalH
Kain1luN4,0.917529415223,32,H,0,NonFinalH
Kain1luN4,2.05034983321,14,H,0,NonFinalH
Kain1luN4,1.58426733501,48,H,0,NonFinalH
Kain1luN4,2.0166802801,30,H,0,NonFinalH
Kain1luN4,3.16753797675,42,H,0,NonFinalH
Kain1luN4,3.28491746729,26,H,1,NonFinalH
Kain1luN4,0.817215007195,34,H,0,NonFinalH
Kain1luN4,1.1841459244,7,H,1,NonFinalH
Kain1luN4,0.617572798626,32,H,1,NonFinalH
Kain1luN4,1.37841922778,11,H,0,NonFinalH
Kain1luN4,NA,22,H,0,NonFinalH
Kain1luN4,1.03402242903,52,H,0,NonFinalH
Kain1luN4,2.10035915091,46,H,1,NonFinalH
Kain1luN4,1.20112640093,4,H,0,NonFinalH
Kain1luN4,1.03388456488,18,H,1,NonFinalH
Kain1luN4,1.18397969473,7,H,1,NonFinalH
Kain1luN4,1.26732157212,4,H,1,NonFinalH
Kain1luN4,1.0173759117,36,H,0,NonFinalH
Kain1luN4,2.01741451793,16,H,1,NonFinalH
Kain1luN4,2.40068819746,16,H,1,NonFinalH
Kain1luN4,1.25035899716,20,H,0,NonFinalH
Kain1luN4,1.63436987356,9,H,0,NonFinalH
Kain1luN4,3.15005352109,40,H,1,NonFinalH
Kain1luN4,2.06722731816,26,H,0,NonFinalH
Kain1luN4,1.03344386851,52,H,0,NonFinalH
Kain1luN4,1.41749988997,28,H,1,NonFinalH
Kain1xy1,1.40070799494,11,H,0,NonFinalH
Kain1xy1,2.25083131902,14,H,0,NonFinalH
Kain1xy1,1.000915797,36,H,0,NonFinalH
Kain1xy1,2.06736458015,50,H,1,NonFinalH
Kain1xy1,1.5505095775,11,H,1,NonFinalH
Kain1xy1,1.12496373331,7,H,0,NonFinalH
Kain1xy1,1.35047044302,53,H,1,NonFinalH
Kain1xy1,1.50059972261,46,H,1,NonFinalH
Kain1xy1,2.21719080769,15,H,1,NonFinalH
Kain1xy1,1.40077762704,7,H,0,NonFinalH
Kain1xy1,1.70086033142,4,H,1,NonFinalH
Kain1xy1,2.68343011267,40,H,0,NonFinalH
Kain1xy1,1.48346410948,48,H,1,NonFinalH
Kain1xy1,2.16733539611,50,H,1,NonFinalH
Kain1xy1,1.41732336406,52,H,1,NonFinalH
Kain1xy1,1.2514905186,4,H,1,NonFinalH
Kain1xy1,1.2841227462,48,H,0,NonFinalH
Kain1xy1,1.1681540259,20,H,0,NonFinalH
Kain1xy1,1.46468831773,9,H,0,NonFinalH
Kain1xy1,1.26784750028,18,H,1,NonFinalH
Kain1xy1,1.51742182698,26,H,1,NonFinalH
Kain1xy1,1.35511165531,32,H,0,NonFinalH
Kain1xy1,2.45043499512,42,H,1,NonFinalH
Kain1xy1,2.16371333133,16,H,1,NonFinalH
Kain1xy1,1.96520925272,28,H,1,NonFinalH
Kain1xy1,2.15081030841,32,H,0,NonFinalH
Kain1xy1,1.17330072005,22,H,0,NonFinalH
Kain1xy1,1.7008781156,15,H,1,NonFinalH
Kain1xy1,1.1507119015,22,H,1,NonFinalH
Kain1xy1,1.20093955589,14,H,1,NonFinalH
Kain1xy1,1.08379877009,52,H,1,NonFinalH
Kain1xy1,1.53453029809,46,H,1,NonFinalH
Kain1xy1,2.91726098605,18,H,1,NonFinalH
Kain1xy1,1.41210511567,2,H,1,NonFinalH
Kain1xy1,0.934449675187,34,H,0,NonFinalH
Kain1xy1,1.30074441404,28,H,1,NonFinalH
Kain1xy1,1.21780691558,9,H,1,NonFinalH
Kain1xy1,1.73397533596,30,H,1,NonFinalH
Kain1xy1,2.53397324221,40,H,0,NonFinalH
Kain1xy1,2.98427134659,53,H,0,NonFinalH
Kain1xy1,0.601174461888,20,H,1,NonFinalH
Kain1xy1,1.68435706613,2,H,0,NonFinalH
Kain1xy1,1.23430276534,42,H,1,NonFinalH
Kain1xy1,1.86691627279,16,H,1,NonFinalH
Kain1xy1,0.933772469929,36,H,0,NonFinalH
Kain1xy1,1.0677761822,34,H,0,NonFinalH
Kain1xy1,2.6335256974,30,H,0,NonFinalH
Kain1xy1,2.03403366981,26,H,1,NonFinalH
Kau1KeN4,1.51689446694,34,H,1,NonFinalH
Kau1KeN4,0.833955698,36,H,0,NonFinalH
Kau1KeN4,1.11725492671,52,H,0,NonFinalH
Kau1KeN4,2.31772253779,14,H,1,NonFinalH
Kau1KeN4,1.70095201296,2,H,0,NonFinalH
Kau1KeN4,1.35065102624,11,H,0,NonFinalH
Kau1KeN4,1.28425415931,46,H,0,NonFinalH
Kau1KeN4,2.76710124126,50,H,1,NonFinalH
Kau1KeN4,0.800740831299,20,H,1,NonFinalH
Kau1KeN4,1.86703596663,26,H,0,NonFinalH
Kau1KeN4,2.068010655,48,H,0,NonFinalH
Kau1KeN4,1.38442489441,42,H,0,NonFinalH
Kau1KeN4,2.15088193701,46,H,1,NonFinalH
Kau1KeN4,1.56644656335,52,H,1,NonFinalH
Kau1KeN4,1.12923552794,7,H,0,NonFinalH
Kau1KeN4,1.38417002256,22,H,0,NonFinalH
Kau1KeN4,1.40076465637,7,H,1,NonFinalH
Kau1KeN4,1.98417507438,16,H,0,NonFinalH
Kau1KeN4,1.46706639137,18,H,1,NonFinalH
Kau1KeN4,1.26737761835,36,H,0,NonFinalH
Kau1KeN4,1.26759832632,18,H,0,NonFinalH
Kau1KeN4,2.03400570367,4,H,0,NonFinalH
Kau1KeN4,0.717774629185,28,H,0,NonFinalH
Kau1KeN4,1.28421807522,32,H,0,NonFinalH
